0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
10.019030548016287,12.660459940042,11.564989617670966,12.542030373047073,11.590556021830102,10.699987205776573,13.121916296518616,10.462761968133977,12.345061975468784,11.355049359748831,11.913746264255705,10.537672146626,9.982917573605237,12.937315235357035,11.944018369349985,11.641287894335527,11.195961304286401,12.160206373470645,11.279365128082832,10.476167911808274,11.099451667462663,13.028608196746204,11.099374271034387,12.084147450887249,12.73944961432472,10.089288662498404,12.397806617694066,12.45792445498544,12.754619206042626,10.773049827048988,10.236792986267199,11.497076418645609,11.141186330231918,12.032934469828946,14.026249018244872,11.621507882383833,13.105783565626107,11.318076368779405,12.331940912306544,11.847903980928129,12.844079983371985,11.464104717185524,11.722474424706395,11.71178303519501,12.617846518677606,10.740336004943831,10.840639380860727,13.429307341218966,11.447118980509918,13.28592596324868,0.0
10.271575948438263,11.942959336835338,11.123283006152661,10.977506043263118,10.50231171372856,10.506459514069356,12.248741411765671,10.740229508774213,11.647694282430058,9.822440629158457,12.267035875550851,12.151705139964301,11.028873477942671,10.712446808744383,10.018516175952866,12.044112650943887,11.270539161977995,11.357007509071948,11.384442517328505,11.640819671415386,13.464261852707649,13.033289382638493,10.26218286713232,10.841181324907804,12.277831212931009,11.541052416249864,9.917392493986434,13.513843298536449,13.502409344043267,9.97319675596896,9.83162841885438,10.794608331036038,12.920765314187012,10.960237866894817,9.871350819516556,11.547847300334778,10.496456604948014,13.42496055776676,10.376218094063525,12.714197289856827,13.101217554238806,11.170367407510435,13.049688994298439,12.940815266711207,10.886692286700823,13.57125070120229,13.273115832821071,10.353641703138926,10.401085294168018,12.443618390745707,0.0
10.072132133197398,10.424830301216122,11.095906953490458,10.090924722372453,10.393456640686086,12.769542724469154,10.58446945683974,11.175462293072238,13.88529605403534,9.365179189268252,10.191740049651989,10.868345892851844,12.065485092580161,12.983720957445446,10.754858972812476,12.179064895958355,10.764022259023774,12.164202172378971,11.35953452971934,10.896680733814293,12.488556845876412,12.968678529786498,10.876783171745679,12.788302027604045,12.090347227653249,12.808689443012051,10.850407140390084,10.06661339587114,10.583284146329683,11.252217286171879,11.810549147649649,11.351888099786795,13.277696372925833,11.508934702677186,10.607857130076864,10.749543292271245,13.859506946415836,13.789700458223177,12.765025564051475,11.332036499781607,11.678515099582993,13.449937751740935,9.69037616719516,12.611045846826933,11.863513298981106,12.759255872752652,13.205697451934267,11.707273293185038,12.091353747349446,13.711584968319313,0.0
10.694015840760416,10.68048112411154,11.264255946860645,11.337420873094914,10.618714363599642,11.185929793577976,12.385507541228465,10.54271812211956,10.235895618021127,10.1770498453258,10.437674878532624,9.871672726594495,11.191662142066038,10.876937640942767,13.482105702097574,12.249189301027545,13.222629744997821,10.844769452477676,10.867102251406331,11.232926581045318,9.872714777959331,11.398415984620467,10.6145750313165,13.607949996811698,11.148272141321387,11.364160459978834,11.455431859688852,11.480162173299695,12.592690412135275,10.211500166227816,12.480196294585056,10.152715960189266,13.842662892942824,12.661646181676351,11.045607826515964,9.979061147353995,12.677806090886357,11.811216805977294,10.981654543876886,10.258136914598666,11.641297442521756,11.086598546809617,14.801806021939475,13.614614465800944,10.736558648037855,10.710212897944286,13.578294785180686,12.04936767637333,10.50439941565164,12.922679581668627,0.0
11.19155485749334,11.274758726592653,12.768989454820604,11.97155656056458,13.275151992790859,11.526346645700695,10.990374073296639,10.587635037608699,12.929995052687481,10.948682211176626,10.403018275644504,11.306056259764304,12.811210063791297,12.591362232864547,11.658781019299695,11.571535788649294,11.010630072831876,11.057726917075348,11.469147515625703,11.403917910280224,11.494993809377599,12.029494782205846,11.804576514574835,12.855292067816286,12.998729234712934,11.824334474992392,12.960536479954216,11.60336792380584,11.759187481810244,13.23811998062259,11.689052791623318,12.53147040591098,12.743023079289005,11.09847660973906,11.953445831920558,12.860981288486373,11.21513887587672,11.177241956239538,14.219832111072506,13.296688461551607,12.354639019473552,13.539540281972346,10.724043471295277,12.806830880826194,11.161579215279904,13.094580597554335,13.160776293968759,10.612335414435345,12.996872677135439,12.257487531464065,0.0
11.248145001892457,10.924453597678168,10.308510511886249,11.116848952282732,11.777619897675875,12.50107425866834,12.884069132906287,10.586885407013892,12.944332566470376,12.058141489290945,12.70455961944707,11.100574712982556,12.503850907349525,11.905856924391491,11.247285092954636,12.86374184395406,12.597798817181927,12.270490612035788,11.939904744843568,12.165134436613064,12.517170118968641,10.991926835347853,11.543131020408184,12.593539370098373,11.002744130967873,10.734508577163878,11.694266538222086,12.151613429253347,13.206116230236189,12.322394665089087,10.671453901607336,10.718403361980652,12.51020601003264,11.11324744399226,12.925472989159836,11.973314257244684,12.526013420387946,11.90844001251893,14.341391112210307,11.460830181068866,13.85630557680965,10.764283313025087,9.717269165911596,10.233925999525725,12.047094612669056,12.574200957699995,10.927319009436607,12.302911045253511,14.017249465827296,11.416962637918546,0.0
10.862803203878817,11.319539171336734,11.779354671741734,11.0363746290876,13.087910135682998,10.831552717810938,9.918860031564943,12.647090462852994,12.9863566687435,10.272969389133422,10.934349782132923,9.944043339841052,13.173921835750365,11.819026416569118,12.74921207808582,12.256067871562376,10.769347988107967,10.673202841059268,12.543725970449453,11.14273668291907,11.265296033665088,11.145203851895426,13.140429175829698,13.176528822561304,12.166416189237498,13.732808992827827,12.397662460851473,11.572174042378034,12.0825619913949,10.818174173016297,12.19722419337368,11.90598942183572,12.180955735759735,13.062188452291462,10.984721701408407,11.459918802502036,11.633921509674526,13.718562501999587,11.685932068598554,10.258372125865431,10.669816897730202,12.425145637417936,11.057339219097743,11.044976700532697,10.957700456929214,11.782323173774744,13.21017922506072,12.875198176523226,13.995560575877333,11.830153757194614,0.0
10.383165891162694,12.284514076194439,10.566149775114743,10.972366872829616,10.482725732398485,11.797196141292051,10.483638390739225,13.126931764868539,12.316234128443467,12.156509721606653,11.235012639960914,10.621401219416343,10.091903372799537,11.438183062025859,12.711607282579232,11.719575556994837,11.482927963114806,11.849307804358896,11.846162647728734,11.859212191969116,10.580801763231792,11.767786421742844,11.342747654604725,11.072247623340957,11.616147640190375,12.056782732179935,11.453855258256564,13.400335689595432,13.720416160421536,12.291440453860615,11.59186596739573,11.387590362986009,12.149788590086464,10.798739357938087,12.12444749026286,11.097723253795793,11.50454540027474,10.97536526527344,11.428821785734632,10.889836043396413,11.145295106546804,12.428539220920571,10.42021447411324,11.25631616863448,10.770740002461725,10.747448475818677,10.473457314751727,11.975759186508894,11.670786223396387,11.101889466905513,0.0
12.157537519609225,12.61321461928858,11.767765149756153,11.924166481201668,11.347230394983072,12.493597467870956,11.825107523461115,11.582137801906507,11.509124772630729,11.249306435754917,11.657474122419874,12.25132377269074,11.504047329453664,12.111210966860506,12.734574697707385,13.088316209203803,11.405159846445901,11.559876497989794,10.300990838472188,10.797733901112759,11.76914865452513,11.32238097378603,13.282582496094966,10.806883742219386,12.881338161969087,11.855470633336749,12.251267874197035,11.703934643400908,13.72624843549357,10.037464447530342,12.36167079663496,11.351105471649813,11.26685895827159,12.846387611478649,11.33459586864571,12.835057083499873,11.245982155660368,11.178353658408527,13.182213861211538,11.995887492497065,11.081397956824189,12.280478181984767,12.327288188344061,11.206515451725423,13.14132123489576,11.36726542251361,10.798273908185378,10.87119196073936,12.033728447727034,12.240953911801002,0.0
11.553255508774955,12.993669127607985,10.661020176828384,11.19167061504039,12.608431456944757,12.157118099829614,11.530388481069744,11.492338382035983,10.646032736532746,11.16900670628534,11.4377644543386,12.27779057764648,10.71495999882202,11.054228441818726,12.525673358113025,11.209875188210292,12.161286905046339,10.76036218058111,10.901385619484453,11.466056444768501,11.970670316373255,11.451464207078564,11.557279787158198,11.026884072376307,10.96931876662678,12.31552432668631,12.401719344593966,11.50595613393659,13.952215417997264,11.381822832469153,11.57914476752179,12.062542930988698,11.582982247394801,12.442601281003967,12.834208643902722,11.876199063552125,11.82684700352211,12.747315541686168,12.432518482359152,11.73037748774956,12.587206997227106,11.181708366923175,11.191057214345095,10.48724073669402,12.877851285701187,13.38960273471448,11.796769697267525,12.526539164093395,11.528728327517758,13.631488083420479,0.0
